model,n,alpha,weight,k_hat_mean,k_hat_se,k_hat_oracle_mean,k_hat_oracle_se,coverage_mean,coverage_se,ci_width_mean,ci_width_se,eff_size_mean,eff_size_se
gpt-5-mini,50,0.15,0.05,200.0,0.0,200.0,0.0,0.9895744680851065,0.0013620345338961042,0.532600213480666,0.00025541368309195124,10.0,0.0
gpt-5-mini,50,0.15,0.1,178.44,2.510324281840894,200.0,0.0,0.9497872340425537,0.0036979678267915644,0.4782760039035015,0.0016527892815538991,17.843999999999998,0.25103242818408933
gpt-5-mini,50,0.15,0.15,122.7,2.167256330017287,193.76,1.6561545821571126,0.947234042553192,0.004002715239593141,0.4789726753462439,0.0020042119389647164,18.404999999999994,0.325088449502593
gpt-5-mini,50,0.15,0.2,93.32,1.7032768418551343,159.08,2.8179198001362633,0.9446808510638303,0.004103681174890618,0.48148014832296326,0.002041859276759488,18.664,0.34065536837102695
gpt-5-mini,50,0.15,0.25,76.22,1.4333987581967549,129.6,2.271035006335217,0.9442553191489367,0.003906559120860768,0.48326472215447613,0.0020663399545783395,19.055,0.3583496895491887
gpt-5-mini,50,0.15,0.3,63.4,1.1603447763488228,109.9,1.9952443459386122,0.9463829787234047,0.003757714262426612,0.48747183663946203,0.0019486809244921505,19.019999999999996,0.34810343290464696
gpt-5-mini,50,0.15,0.35,55.22,0.9458498823809197,96.62,1.7798629160696617,0.9451063829787238,0.0037262603028067475,0.48977060689283614,0.0018051228674729036,19.326999999999995,0.33104745883332193
gpt-5-mini,50,0.15,0.4,48.48,0.889602158270763,86.36,1.583606011607685,0.9468085106382983,0.0036357462746032052,0.49356359909812747,0.001901679411661689,19.392,0.3558408633083053
gpt-5-mini,50,0.15,0.45,44.24,0.8239223264361757,77.92,1.449645473900429,0.9429787234042558,0.0040899793631000115,0.49497431609109144,0.0019223011822341617,19.907999999999994,0.37076504689627915
gpt-5-mini,50,0.15,0.5,40.24,0.6750170368220345,71.18,1.336469977216099,0.9459574468085111,0.003670937332117397,0.49794690385367424,0.0016948208171164113,20.12,0.33750851841101726
gpt-5-mini,50,0.15,0.55,37.04,0.6716904048741503,65.74,1.32719553947412,0.9463829787234047,0.003709213077845261,0.5008765071644642,0.0018100908013834165,20.372000000000003,0.3694297226807827
gpt-5-mini,50,0.15,0.6,34.36,0.65223308717053,61.28,1.239044793379158,0.9451063829787238,0.00411865655576608,0.5038489470776318,0.0018146610639035812,20.616000000000003,0.39133985230231794
gpt-5-mini,50,0.15,0.65,32.08,0.6215078438764873,57.14,1.1288968066214022,0.9444680851063835,0.003960991320469279,0.5068444764455489,0.001794847558968686,20.851999999999997,0.40398009851971667
gpt-5-mini,50,0.15,0.7,30.12,0.5876325382413741,54.08,1.073625633077005,0.9457446808510643,0.0038090454872272673,0.5098342842573187,0.0017725416017106725,21.084,0.41134277676896186
gpt-5-mini,50,0.15,0.75,28.62,0.5627717121533385,50.96,0.9699319563763225,0.9440425531914899,0.0041015846731654,0.5122030856634848,0.0017404269257041494,21.465,0.4220787841150038
gpt-5-mini,50,0.15,0.8,27.04,0.5122187032899131,48.48,0.9296192769085632,0.9453191489361708,0.004025833284567187,0.515459637654492,0.001636880980515708,21.632,0.4097749626319304
gpt-5-mini,50,0.15,0.85,25.78,0.5085587478354884,46.38,0.9182113046570488,0.9463829787234047,0.0038528854278860264,0.518330980837088,0.0016777573165481768,21.912999999999997,0.4322749356601652
gpt-5-mini,50,0.15,0.9,24.74,0.47984164054404455,44.44,0.8882161898997337,0.9461702127659579,0.00398514670947778,0.5209249845834308,0.001620747717664324,22.266,0.43185747648964
gpt-5-mini,50,0.15,0.95,23.6,0.4261455150532504,42.4,0.8217055433669654,0.947234042553192,0.003829314391614177,0.5242458079150876,0.0014648110504643078,22.42,0.40483823930058777
gpt-5-mini,50,0.15,1.0,22.76,0.42854171325554763,41.0,0.7889233169326407,0.9459574468085111,0.003744197260844075,0.5270459831575905,0.0014805025772506224,22.76,0.42854171325554763
